순번,시도,시장-상점가명,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
797,강원,신철원시장,1,1,1,1,1,1,1,80,1,1,1,2
798,강원,와수시장,1,2,1,1,1,1,1,80,1,1,1,2
799,강원,제일종합시장,1,1,1,1,1,1,1,100,1,1,1,1
800,강원,춘천남부시장,1,1,1,1,1,1,1,100,1,1,1,1
801,강원,춘천동부시장,1,1,1,1,1,1,1,100,1,1,1,1
802,강원,춘천번개시장,1,2,1,1,1,2,2,70,1,1,2,2
803,강원,춘천서부시장,1,1,1,1,1,1,1,79,1,1,2,2
804,강원,춘천중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
805,강원,춘천풍물시장,1,1,1,1,1,1,1,100,1,1,1,2
806,강원,춘천후평시장,1,1,1,1,1,1,1,90,1,1,1,2
807,강원,장성중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
808,강원,황지자유시장,1,2,1,1,1,1,1,100,1,1,1,2
809,강원,봉평전통시장(봉평시장),1,2,1,1,2,2,2,100,1,1,2,2
810,강원,진부전통시장,1,1,1,1,2,1,2,99,1,1,2,2
811,강원,평창대화시장,1,1,1,1,1,1,2,100,2,1,1,2
812,강원,평창올림픽시장(평창전통시장),1,1,1,1,1,1,1,100,1,1,1,2
813,강원,홍천시장,1,1,1,1,1,1,1,61,1,1,1,2
814,강원,홍천중앙시장,1,1,1,1,1,1,1,100,2,1,2,2
815,강원,사내5일장,1,2,2,1,2,2,2,70,2,1,2,2
816,강원,화천5일장,1,2,2,1,2,2,2,70,2,1,2,2
817,강원,화천재래시장,1,2,1,1,1,1,1,100,1,1,1,2
818,강원,횡성시장,1,1,1,1,1,1,1,0,1,1,1,2
819,충북,괴산전통시장,1,1,1,1,1,1,1,100,1,1,1,2
820,충북,목도재래시장,1,1,1,1,1,1,1,100,1,1,1,2
821,충북,청천전통시장,1,1,1,1,1,1,1,100,1,1,1,2
822,충북,단양구경시장(단양인정시장),1,1,1,1,1,1,1,100,1,1,1,2
823,충북,매포전통시장(매포재래시장),1,1,1,1,1,1,1,100,1,1,1,2
824,충북,영춘전통시장(영춘재래시장),1,2,1,1,1,1,1,100,1,1,2,1
825,충북,마로관기시장(관기재래시장),1,2,1,1,2,2,2,100,2,1,1,2
826,충북,보은전통시장,1,1,1,1,1,1,1,100,1,1,1,2
827,충북,보은종합시장,1,1,1,1,1,1,1,100,1,1,1,2
828,충북,영동전통시장,1,1,1,1,1,1,1,80,1,1,1,2
829,충북,영동중앙시장,1,1,1,1,1,1,1,100,1,1,1,1
830,충북,옥천공설시장,1,1,1,1,1,1,2,100,1,1,1,1
831,충북,옥천상가,1,1,1,1,1,1,1,100,1,1,1,2
832,충북,감곡시장,1,2,1,1,1,1,1,100,1,1,2,2
833,충북,대소시장,1,2,1,1,1,1,2,90,1,1,2,2
834,충북,삼성시장,1,2,1,1,1,1,1,100,1,1,1,2
835,충북,무극시장,1,1,1,1,1,1,1,100,1,1,1,2
836,충북,음성시장,1,2,1,1,2,2,2,50,1,1,1,2
837,충북,내토전통시장,1,2,1,1,1,1,1,100,1,1,1,2
838,충북,덕산면전통시장,1,2,1,1,1,1,2,100,2,1,2,2
839,충북,동문시장,1,2,1,1,1,1,1,100,1,2,1,2
840,충북,박달재전통시장,1,2,1,2,1,2,2,50,1,1,2,2
841,충북,제천약초시장,1,1,1,1,1,1,1,100,1,1,1,2
842,충북,제천역전한마음시장,1,1,1,1,1,1,1,100,1,1,1,2
843,충북,제천중앙시장,1,1,1,1,1,1,1,100,1,1,1,1
844,충북,증평장뜰재래시장,1,2,1,1,1,1,2,95,1,1,1,2
845,충북,운수대통! 생거진천전통시장,1,1,1,1,1,1,1,100,1,1,1,1
846,충북,진천중앙시장,1,1,1,1,1,1,1,90,1,1,1,2
847,충북,가경터미널시장,1,1,1,1,1,1,2,100,1,1,1,2
848,충북,내덕자연시장,1,1,1,1,1,1,1,100,1,1,1,2
849,충북,내수전통시장,1,2,1,1,2,2,2,100,1,1,2,2
850,충북,문의전통시장(문의재래시장),1,2,1,1,1,1,1,100,2,1,2,2
851,충북,미원전통시장(미원재래시장),1,2,1,1,1,2,2,100,2,1,2,2
852,충북,복대가경시장,1,2,1,1,1,1,2,100,1,1,1,2
853,충북,북부시장,1,1,1,1,1,1,1,100,1,1,1,2
854,충북,사직시장,1,2,1,1,2,2,2,100,1,1,1,2
855,충북,서문시장,1,1,1,1,1,1,1,80,1,1,1,1
856,충북,오창전통시장,1,1,1,1,1,1,1,100,1,1,1,2
857,충북,옥산전통시장(옥산재래시장),1,2,1,1,2,2,2,100,2,1,2,2
858,충북,원마루시장,1,1,1,1,1,1,1,97,1,1,1,2
859,충북,육거리종합시장,1,2,1,1,1,1,1,95,1,1,1,2
860,충북,중앙시장,1,1,1,1,1,1,1,90,2,1,1,2
861,충북,직지시장,1,2,1,1,1,1,1,90,1,1,1,1
862,충북,청주두꺼비시장(구수곡시장),1,1,1,1,1,1,1,100,1,1,1,2
863,충북,청주사창시장,1,1,1,1,1,1,1,90,1,1,1,2
864,충북,관아골상가,1,2,1,1,2,2,2,100,1,1,1,2
865,충북,농산물종합시장(중앙청과시장),1,1,1,1,1,1,1,95,1,1,1,2
866,충북,목행시장,1,2,1,2,2,1,2,100,2,1,2,2
867,충북,무학시장,1,1,1,1,1,1,1,100,1,1,1,2
868,충북,연수상가,1,1,1,1,1,1,2,100,2,2,1,2
869,충북,연원시장,1,2,1,1,1,2,2,100,1,1,1,2
870,충북,중앙어울림시장,1,2,1,1,1,1,1,100,1,1,2,2
871,충북,충주옹달샘시장,1,1,1,1,1,1,2,100,1,1,1,2
872,충북,충주자유시장,1,1,1,1,1,1,1,100,1,1,1,2
873,충북,성서 문화의 거리 상점가,1,2,1,1,1,2,2,100,1,2,2,2
874,충남,공주산성시장,1,1,1,1,1,1,1,90,1,1,1,2
875,충남,산성시장활성화구역,1,1,1,1,1,1,1,80,2,1,2,2
876,충남,유구시장,1,1,1,1,1,1,1,100,1,1,1,2
877,충남,금산국제인삼시장(금산인삼국제시장),1,1,1,1,1,1,1,95,1,1,1,2
878,충남,금산수삼센타,1,1,1,1,1,1,1,10,1,1,1,2
879,충남,금산시장,1,1,1,1,1,1,1,100,1,1,1,2
880,충남,금산약초시장,1,1,1,1,1,1,1,40,1,1,1,2
881,충남,금산인삼쇼핑센타,1,1,1,1,1,1,1,60,1,1,1,1
882,충남,금산인삼전통시장,1,1,1,1,1,1,2,70,2,1,2,2
883,충남,마전시장,1,1,1,1,1,1,1,40,1,1,1,2
884,충남,중부프라자,1,1,1,1,1,1,1,95,2,1,1,2
885,충남,강경대흥시장,1,1,1,1,1,1,1,100,1,1,1,2
886,충남,강경젓갈시장,1,1,1,1,1,1,2,100,1,1,1,2
887,충남,연무안심시장,1,1,1,1,1,1,1,100,1,1,1,2
888,충남,연산전통시장,1,1,1,1,1,1,1,80,1,1,1,2
889,충남,화지중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
890,충남,당진전통시장,1,1,1,1,1,1,1,90,1,1,1,1
891,충남,합덕전통시장,1,1,1,1,1,1,1,100,1,1,1,2
892,충남,동부시장,1,1,1,1,1,1,1,100,1,1,1,2
893,충남,보령중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
894,충남,보령한내시장,1,1,1,1,1,1,1,100,1,1,1,1
895,충남,웅천시장,1,1,1,1,1,1,1,90,1,1,1,2
896,충남,현대시장(현대상가시장),1,1,1,1,1,1,2,100,1,1,1,2
897,충남,부여시장,1,1,1,1,1,1,1,80,1,1,2,1
898,충남,부여중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
899,충남,외산시장,1,2,1,1,1,2,2,40,2,1,2,2
900,충남,은산시장,1,1,1,1,1,1,2,50,1,1,2,2
901,충남,홍산시장,1,1,1,1,1,1,1,4,1,1,1,2
902,충남,대산종합시장,1,1,1,1,1,1,1,100,1,1,2,1
903,충남,서산동부전통시장(동부시장),1,1,1,1,1,1,1,100,1,1,1,1
904,충남,해미시장,1,1,1,1,1,1,1,100,1,1,1,1
905,충남,해미종합시장,1,1,1,1,1,1,1,100,1,1,2,2
906,충남,비인전통시장(비인시장),1,1,1,1,1,1,2,100,2,1,2,2
907,충남,서천특화시장,1,1,1,1,1,1,1,100,1,1,1,1
908,충남,장항전통시장,1,1,1,1,1,1,1,80,1,1,1,2
909,충남,판교전통시장(판교시장),1,2,1,1,1,2,1,80,1,1,2,2
910,충남,한산전통시장(한산시장),1,1,1,1,1,1,1,100,1,1,2,2
911,충남,둔포전통시장(둔포시장),1,2,1,1,1,1,1,75,1,1,2,2
912,충남,온양온천시장(온양전통시장),1,1,1,1,1,1,1,100,1,1,1,2
913,충남,온양온천역풍물5일장,1,1,1,1,1,1,2,5,2,1,2,2
914,충남,고덕시장,1,2,1,1,2,2,2,100,2,1,2,2
915,충남,덕산시장,1,2,1,1,2,2,2,60,2,1,1,2
916,충남,역전시장,1,1,1,1,1,1,1,100,1,1,1,2
917,충남,예산상설시장,1,2,1,1,1,1,1,100,1,1,1,2
918,충남,예산시장,1,2,2,1,2,2,2,0,2,1,1,2
919,충남,천안중앙시장(구 남산중앙시장),1,1,1,1,1,1,1,98,1,1,1,2
920,충남,병천시장,1,1,1,1,1,1,2,10,1,1,2,2
921,충남,성정시장,1,1,1,1,1,1,1,100,1,1,1,1
922,충남,성환이화시장,1,2,1,1,2,2,2,90,1,1,2,2
923,충남,천안역전시장,1,1,1,1,1,1,1,80,1,1,1,2
924,충남,구기자약초시장,1,2,1,1,1,1,1,100,1,1,2,2
925,충남,정산시장,1,1,1,1,1,1,1,100,1,1,1,2
926,충남,청양전통시장,1,1,1,1,1,1,1,100,1,1,1,1
927,충남,청양특화시장,1,1,1,1,1,1,2,100,1,1,1,2
928,충남,안면도수산시장(안면도장터),1,1,1,1,1,1,1,100,1,1,1,1
929,충남,태안서부시장,1,1,1,1,1,1,1,100,1,1,1,2
930,충남,태안특산물전통시장,1,1,1,1,1,1,1,100,1,1,1,2
931,충남,갈산정기시장,1,1,1,1,1,1,1,100,1,1,1,2
932,충남,광천전통시장,1,1,1,1,1,1,1,100,1,1,1,2
933,충남,홍성상설시장,1,1,1,1,1,1,1,98,1,1,1,2
934,충남,홍성전통시장,1,1,1,1,1,1,1,80,1,1,1,1
935,전북,고창전통시장,1,1,1,1,1,1,1,100,1,1,1,2
936,전북,대산전통시장,1,2,1,1,1,1,1,100,2,1,1,2
937,전북,무장전통시장,1,2,1,1,1,2,2,50,1,1,1,2
938,전북,상하전통시장,1,2,1,1,2,2,2,100,2,1,1,2
939,전북,해리전통시장,1,2,1,1,1,2,2,100,1,1,1,2
940,전북,흥덕전통시장,1,2,1,1,1,1,1,100,1,1,1,2
941,전북,군산공설시장,1,1,1,1,1,1,1,1,1,1,1,1
942,전북,군산수산물종합센터,1,1,1,1,1,1,2,10,1,1,1,1
943,전북,군산신영시장,1,1,1,1,1,1,1,80,1,1,1,2
944,전북,군산주공시장,1,2,1,1,1,1,1,50,1,1,1,2
945,전북,대야전통시장,1,2,1,1,1,1,1,100,1,1,2,2
946,전북,명산시장,1,2,1,1,1,1,1,100,1,1,1,2
947,전북,역전종합시장,1,1,1,1,1,1,1,100,1,1,1,2
948,전북,금만시장,1,2,1,1,2,1,1,100,1,1,2,2
949,전북,김제전통시장,1,1,1,1,1,1,1,100,1,1,1,2
950,전북,역전시장,1,2,1,1,1,1,1,100,1,1,2,2
951,전북,원평공설시장(김제원평시장),1,2,1,1,2,2,1,100,1,1,2,2
952,전북,남원공설시장,1,1,1,1,1,1,1,90,1,1,1,2
953,전북,남원인월시장,1,1,1,1,1,1,1,90,1,1,1,2
954,전북,용남시장,1,1,1,1,1,1,1,50,1,1,1,2
955,전북,무주시장(반딧불장터),1,1,1,1,1,1,1,100,1,1,1,2
956,전북,무풍시장(대덕산장터),1,1,1,1,1,1,1,100,1,1,1,2
957,전북,설천시장(삼도봉장터),1,2,1,1,1,1,1,100,2,1,1,2
958,전북,안성시장(덕유산장터),1,1,1,1,1,1,2,100,1,1,1,2
959,전북,부안상설시장,1,1,1,1,1,1,1,100,1,1,1,2
960,전북,줄포시장,1,1,1,1,1,1,1,100,1,1,1,2
961,전북,동계시장,1,2,1,1,1,2,2,70,2,1,1,2
962,전북,복흥시장,1,1,1,1,1,2,2,100,2,1,2,2
963,전북,순창시장,1,2,1,1,1,1,2,100,1,1,1,2
964,전북,고산미소시장,1,1,1,1,1,1,2,100,1,1,2,2
965,전북,봉동시장,1,1,1,1,1,1,1,100,1,1,1,2
966,전북,삼례시장,1,1,1,1,1,1,2,100,1,1,2,1
967,전북,매일시장,1,1,1,1,1,1,1,100,1,1,1,2
968,전북,북부시장,1,1,1,1,1,1,1,100,1,1,1,2
969,전북,익산 구시장,1,1,1,1,1,1,2,100,1,1,2,1
970,전북,익산남부시장,1,1,1,1,1,1,1,100,1,1,1,2
971,전북,익산장(익산북부장),1,1,1,1,1,1,1,100,1,1,1,2
972,전북,함열시장,1,1,1,1,1,1,1,100,1,1,1,2
973,전북,황등시장,1,1,1,1,1,1,1,0,1,1,1,2
974,전북,강진시장,1,1,1,1,1,1,2,0,1,1,1,2
975,전북,관촌시장,1,1,1,1,1,1,1,100,1,1,1,1
976,전북,오수시장,1,2,1,1,1,2,2,60,1,1,1,2
977,전북,임실시장,1,1,1,1,1,1,1,100,1,1,1,1
978,전북,산서시장,1,2,1,1,1,1,2,100,1,1,1,2
979,전북,장계시장,1,2,1,1,1,1,2,90,1,1,1,2
980,전북,장수시장,1,1,1,1,1,2,2,100,1,1,1,2
981,전북,모래내시장(전주),1,2,1,1,1,1,1,100,1,1,1,2
982,전북,전주남부시장,1,1,1,1,1,1,1,100,1,1,1,2
983,전북,전주신중앙시장(신중앙시장),1,1,1,1,1,1,1,100,1,1,1,2
984,전북,전주중앙상가,1,1,1,1,1,1,1,20,1,1,1,1
985,전북,서부시장상점가(서부시장 통합),1,1,1,1,1,1,1,100,1,1,2,2
986,전북,샘고을시장,1,1,1,1,1,1,1,100,1,1,1,2
987,전북,신태인시장,1,1,1,1,1,1,1,100,1,1,1,1
988,전북,정읍연지시장(정읍제2시장),1,1,1,1,1,1,2,100,1,1,1,2
989,전북,진안고원시장,1,1,1,1,1,1,1,70,1,1,1,1
990,전남,강진읍시장,1,1,1,1,1,1,1,100,1,1,1,1
991,전남,마량5일시장,1,2,1,1,1,1,2,90,1,1,1,2
992,전남,병영5일시장,1,2,1,1,2,2,2,100,1,1,1,2
993,전남,과역전통시장,1,2,1,1,1,1,2,100,1,1,1,2
994,전남,녹동전통시장,1,1,1,1,1,1,1,50,1,1,1,2
995,전남,도화전통시장,1,2,1,1,2,1,2,100,1,1,1,2
996,전남,동강전통시장,1,2,1,1,2,2,2,30,2,1,1,2
997,전남,곡성기차마을전통시장,1,1,1,1,1,1,1,80,1,1,1,2
998,전남,석곡전통시장,1,1,1,1,1,1,1,100,1,1,1,2
999,전남,옥과5일시장,1,2,1,1,2,2,2,100,1,1,1,2
1000,전남,광양5일시장,1,1,1,1,1,1,1,100,1,1,1,2
1001,전남,광양매일시장,1,2,1,1,1,2,2,100,1,1,1,2
1002,전남,광영상설시장,1,1,1,1,1,1,1,70,1,1,1,2
1003,전남,옥곡5일시장,1,1,1,1,1,1,1,100,1,1,1,2
1004,전남,중마시장,1,1,1,1,1,1,1,100,1,1,1,2
1005,전남,구례5일시장,1,2,1,1,1,1,2,100,1,1,1,2
1006,전남,구례상설시장,1,1,1,1,1,1,1,100,2,1,1,2
1007,전남,지리산나들이장터,1,1,1,1,1,1,1,100,1,1,1,2
1008,전남,공산5일시장,1,2,1,1,2,2,2,70,1,1,1,2
1009,전남,나주목사고을시장,1,1,1,1,1,1,1,100,1,1,1,2
1010,전남,남평5일시장,1,2,1,1,1,1,1,100,2,1,1,2
1011,전남,다시5일시장,1,1,1,1,1,1,1,100,2,1,2,2
1012,전남,세지5일장,1,2,1,2,2,2,2,100,2,1,2,2
1013,전남,영산포풍물시장,1,1,1,1,1,1,2,100,1,1,1,2
1014,전남,대전시장,1,1,1,1,1,1,2,80,2,1,2,2
1015,전남,창평전통시장,1,2,1,1,1,1,1,100,1,1,1,2
1016,전남,신중앙시장,1,1,1,1,1,1,2,90,1,1,1,2
1017,전남,자유시장,1,1,1,1,1,1,2,100,1,1,1,2
1018,전남,중앙먹통시장,1,1,1,1,1,1,2,95,1,1,1,2
1019,전남,청호시장,1,1,1,1,1,1,1,70,1,1,1,2
1020,전남,항동시장,1,1,1,1,1,1,2,100,1,1,1,2
1021,전남,무안전통시장,1,1,1,1,1,1,1,100,1,1,1,1
1022,전남,일로전통시장,1,2,1,1,1,1,2,0,1,1,1,2
1023,전남,녹차골보성향토시장(보성읍5일시장),1,1,1,1,1,1,1,80,1,1,1,2
1024,전남,벌교5일시장,1,2,1,1,1,1,1,80,1,1,1,2
1025,전남,벌교매일시장,1,2,1,1,2,2,2,100,1,1,1,2
1026,전남,보성매일시장,1,1,1,1,1,1,1,100,1,1,1,2
1027,전남,복내5일시장,1,2,1,1,1,2,2,60,2,1,2,2
1028,전남,예당5일시장,1,1,1,1,2,2,2,50,1,1,2,2
1029,전남,조성5일시장,1,1,1,1,1,2,2,80,1,1,1,2
1030,전남,순천시아랫장(순천아랫장),1,1,1,1,1,1,1,100,2,1,1,2
1031,전남,역전시장,1,1,1,1,1,1,1,95,1,1,1,2
1032,전남,웃장,1,1,1,1,1,1,1,100,1,1,2,2
1033,전남,지도시장,1,2,1,1,1,1,1,100,1,1,1,2
1034,전남,(주)서시장,1,1,1,1,1,1,1,100,1,1,1,1
1035,전남,교동시장,1,1,1,1,1,1,1,100,1,1,1,2
1036,전남,도깨비시장,1,1,1,1,1,1,1,100,1,1,1,2
1037,전남,봉산시장,1,1,1,1,1,1,1,100,1,1,1,2
1038,전남,쌍봉시장,1,1,1,1,1,1,1,80,1,1,1,2
1039,전남,여수서시장주변시장,1,1,1,1,1,1,1,100,1,1,1,2
1040,전남,여수수산물특화시장,1,1,1,1,1,1,1,100,1,1,1,1
1041,전남,제일시장,1,1,1,1,1,1,1,100,1,1,1,1
1042,전남,중앙시장,1,1,1,1,1,1,1,100,1,1,2,1
1043,전남,진남시장,1,1,1,1,1,1,1,100,1,1,1,1
1044,전남,해안로건어물상가시장,1,1,1,1,2,1,2,50,1,1,2,2
1045,전남,(주)여수수산시장,1,1,1,1,1,1,1,100,1,1,1,1
1046,전남,영광고추특화시장,1,2,1,1,1,1,2,100,2,1,1,2
1047,전남,굴비골영광시장(구 영광매일시장),1,1,1,1,1,1,1,100,1,1,1,2
1048,전남,영광터미널시장,1,1,1,1,1,1,1,100,1,1,1,2
1049,전남,구림5일시장,1,1,1,1,1,1,2,0,1,1,1,2
1050,전남,시종5일시장,1,1,1,1,1,1,1,0,1,1,1,2
1051,전남,신북5일시장,1,2,1,1,1,1,1,0,1,1,1,2
1052,전남,영암5일시장,1,1,1,1,1,1,1,100,1,1,1,2
1053,전남,완도전통시장(구 완도5일시장),1,2,1,1,1,2,2,100,1,1,1,2
1054,전남,완도중앙시장,1,1,1,1,1,1,2,100,1,1,1,2
1055,전남,사거리시장,1,1,1,1,1,1,1,70,1,1,2,2
1056,전남,사창시장,1,1,1,1,1,1,1,40,2,1,2,2
1057,전남,황룡시장,1,1,1,1,1,1,1,40,1,1,1,2
1058,전남,대덕읍전통시장(대덕시장),1,1,1,1,1,1,1,100,1,1,1,1
1059,전남,정남진장흥토요시장,1,1,1,1,1,1,1,80,1,1,1,1
1060,전남,천관산관광시장,1,1,1,1,1,1,1,100,1,1,1,2
1061,전남,회진시장,1,2,1,1,2,1,2,100,2,1,1,2
1062,전남,임회면십일시장,1,2,2,1,2,2,2,100,2,1,2,2
1063,전남,진도상설시장,1,1,1,1,1,1,1,100,1,1,1,1
1064,전남,진도읍조금시장,1,1,1,1,1,1,1,100,1,1,1,2
1065,전남,월야시장,1,2,1,1,1,1,2,100,1,1,1,2
1066,전남,해보시장,1,1,1,1,1,2,2,100,1,1,2,2
1067,전남,남리5일시장,1,1,1,1,1,1,1,20,2,1,2,2
1068,전남,북평면남창5일시장,1,1,1,1,1,1,1,100,2,1,1,2
1069,전남,송지산정5일시장,1,1,1,1,1,1,1,100,1,1,1,2
1070,전남,우수영5일시장,1,2,1,1,1,1,1,100,1,1,1,2
1071,전남,좌일5일시장,1,2,1,1,1,1,1,0,2,1,1,2
1072,전남,해남매일시장,1,2,1,1,1,1,2,100,2,1,1,2
1073,전남,해남읍5일시장,1,1,1,1,1,1,1,20,1,1,1,2
1074,전남,화원5일시장,1,2,1,1,2,2,2,0,2,1,2,2
1075,전남,남면전통시장,1,2,1,1,2,2,2,100,2,1,2,2
1076,전남,능주전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1077,전남,이양전통시장,1,2,1,1,2,2,2,0,2,1,2,2
1078,전남,화순전통시장(화순읍전통시장),1,1,1,1,1,1,1,70,1,1,1,1
1079,경북,경산공설시장,1,1,1,1,1,1,1,100,1,1,1,2
1080,경북,자인공설시장,1,2,1,1,1,1,2,50,1,1,1,2
1081,경북,하양공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1082,경북,감포시장,1,1,1,1,1,1,1,100,1,1,1,2
1083,경북,경주성동공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1084,경북,경주중심상가시장,1,1,1,1,1,1,2,100,1,1,1,2
1085,경북,경주중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1086,경북,북부상가시장,1,1,1,1,1,1,1,70,1,1,1,2
1087,경북,북정로중심상가시장,1,2,1,2,2,2,2,60,1,1,2,2
1088,경북,불국사상가시장,1,1,1,1,1,1,1,100,1,1,1,2
1089,경북,불국시장,1,1,1,1,1,1,1,100,1,1,1,2
1090,경북,서면시장,1,2,2,2,2,2,2,100,2,1,1,2
1091,경북,안강공설시장,1,1,1,1,1,1,1,100,1,1,1,2
1092,경북,양남시장,1,1,1,1,1,1,1,100,1,1,1,2
1093,경북,양북시장,1,1,1,2,1,1,1,100,1,1,1,2
1094,경북,외동시장,1,2,1,1,2,2,2,50,2,1,2,2
1095,경북,제2경주중심상가시장,1,1,1,1,1,1,1,80,1,1,2,2
1096,경북,건천시장,1,1,1,1,1,1,1,100,1,1,1,2
1097,경북,고령대가야시장,1,2,1,1,1,1,2,80,1,1,1,2
1098,경북,구미공단종합시장,1,1,1,1,1,1,1,100,1,1,2,2
1099,경북,구미산업유통단지,1,1,1,1,1,1,1,99,1,1,2,1
1100,경북,구미새마을중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1101,경북,구미종합상가,1,1,1,1,1,1,1,100,1,1,1,2
1102,경북,구미파크시장,1,1,1,1,1,1,1,100,1,1,2,1
1103,경북,금오시장,1,1,1,1,1,1,1,50,1,1,2,2
1104,경북,선산봉황시장,1,1,1,1,1,1,1,100,1,1,1,1
1105,경북,신평전통시장,1,2,1,1,1,1,1,70,2,1,1,2
1106,경북,인동시장,1,2,1,1,1,1,1,100,1,1,2,2
1107,경북,장천시장,1,2,2,1,2,2,2,90,2,1,2,2
1108,경북,제일시장상가,1,2,1,1,1,1,1,100,2,1,2,2
1109,경북,종합제일시장,1,1,1,1,1,1,1,100,1,1,1,2
1110,경북,해평공설시장,1,2,1,1,1,1,2,80,1,1,2,2
1111,경북,현대유통쇼핑센타,1,1,1,1,1,1,1,100,1,1,1,2
1112,경북,형곡시장프라자,1,1,1,1,1,1,1,100,1,1,1,1
1113,경북,형곡중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1114,경북,군위전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1115,경북,의흥시장,1,2,1,1,1,1,1,90,2,1,2,2
1116,경북,평화시장,1,1,1,1,1,1,1,100,1,1,1,2
1117,경북,황금시장,1,2,1,1,1,1,1,100,1,1,1,2
1118,경북,(유)문경시중앙시장,1,1,1,1,1,1,1,90,1,1,1,2
1119,경북,가은아자개시장,1,1,1,1,1,1,1,90,1,1,1,2
1120,경북,문경전통시장,1,2,1,1,1,1,1,90,1,1,1,2
1121,경북,점촌전통시장 (구 신흥시장),1,2,1,1,1,1,1,2,1,1,1,2
1122,경북,문경중앙시장,1,1,1,1,1,1,2,95,1,1,1,2
1123,경북,봉화상설시장,1,1,1,1,1,1,1,100,1,1,1,2
1124,경북,봉화춘양시장(춘양시장),1,2,1,1,1,1,1,100,1,1,1,2
1125,경북,상주중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1126,경북,은척시장,1,2,1,1,1,1,2,90,1,1,2,2
1127,경북,풍물시장,1,1,1,1,2,2,2,100,1,1,2,2
1128,경북,함창시장,1,2,1,1,2,2,2,90,1,1,1,2
1129,경북,화령시장,1,2,1,1,1,1,2,80,1,1,1,2
1130,경북,성주시장,1,1,1,1,1,1,1,100,1,1,1,2
1131,경북,구담공설시장,1,2,1,1,1,2,2,90,1,1,2,2
1132,경북,안동구시장,1,1,1,1,1,1,2,80,1,1,1,2
1133,경북,용상공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1134,경북,중앙신시장,1,1,1,1,1,1,1,99,1,1,1,2
1135,경북,풍산공설시장,1,2,1,1,2,2,2,90,1,1,1,2
1136,경북,북문시장,1,1,1,1,1,1,1,100,1,1,2,2
1137,경북,강구시장,1,1,1,1,1,1,1,100,1,1,1,2
1138,경북,남정시장,1,1,1,1,1,2,2,100,2,1,2,2
1139,경북,영덕시장,1,1,1,1,1,1,1,1,1,1,1,2
1140,경북,영해만세시장,1,1,1,1,1,1,2,100,1,1,1,2
1141,경북,영양시장,1,1,1,1,1,1,1,100,1,1,1,2
1142,경북,선비골전통시장,1,1,1,1,1,1,2,100,1,1,2,2
1143,경북,신영주번개시장,1,2,1,1,1,1,2,50,1,1,1,2
1144,경북,영주골목시장,1,2,1,1,2,1,2,100,1,1,1,2
1145,경북,영주공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1146,경북,영주문화시장,1,1,1,1,1,1,2,100,1,1,2,2
1147,경북,영주소백쇼핑몰,1,1,1,1,1,1,1,100,1,1,1,2
1148,경북,영주종합시장,1,1,1,1,1,1,1,100,1,1,1,2
1149,경북,영주중앙시장,1,1,1,1,1,1,1,100,1,1,1,1
1150,경북,풍기인삼시장,1,1,1,1,1,1,1,70,1,1,2,2
1151,경북,풍기중앙시장,1,2,1,1,1,2,2,100,1,1,2,2
1152,경북,풍기토종인삼시장,1,1,1,1,1,1,1,100,1,1,1,2
1153,경북,후생시장,1,2,1,1,1,1,1,100,1,1,2,2
1154,경북,금호공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1155,경북,신녕공설시장,1,1,1,1,1,1,1,100,1,1,1,2
1156,경북,영천공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1157,경북,예천맛고을시장,1,2,1,1,1,1,2,100,1,2,2,2
1158,경북,예천상설시장,1,2,1,1,1,1,1,100,1,1,1,2
1159,경북,예천중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1160,경북,용궁시장,1,1,1,1,1,2,2,50,1,1,1,2
1161,경북,풍양시장,1,2,1,1,2,2,2,50,2,1,2,2
1162,경북,울진시장,1,1,1,1,1,1,1,100,1,1,1,2
1163,경북,죽변시장,1,1,1,1,1,1,2,100,1,1,1,2
1164,경북,척산시장,1,1,1,1,1,1,2,100,2,1,2,2
1165,경북,평해시장,1,2,1,1,1,1,2,100,1,1,2,2
1166,경북,후포시장,1,1,1,1,1,1,2,100,1,1,1,2
